applicant_id,age,gender,race,education,hired
2458,55,Male,White,High School,0
2459,25,Male,Asian,Bachelor,1
2460,20,Female,White,Master,1
2461,61,Female,Hispanic,Master,0
2462,20,Female,Asian,Bachelor,1
2463,39,Female,White,Master,0
2464,23,Female,White,Bachelor,1
2465,19,Female,Asian,High School,1
2466,40,Female,White,High School,1
2467,61,Female,White,High School,0
2468,19,Female,White,Bachelor,0
2469,55,Female,White,Master,1
2470,34,Male,Hispanic,Master,0
2471,52,Female,Asian,Bachelor,1
2472,51,Female,Hispanic,Bachelor,1
2473,40,Male,White,High School,0
2474,47,Male,White,Bachelor,0
2475,25,Male,Black,Master,0
2476,39,Female,White,High School,0
2477,61,Female,Black,High School,1
2478,53,Male,White,Bachelor,1
2479,22,Female,Black,Bachelor,0
2480,30,Female,Black,Bachelor,1
2481,46,Male,White,Bachelor,1
2482,48,Female,White,Bachelor,0
2483,64,Non-binary,White,High School,1
2484,33,Female,White,Bachelor,0
2485,59,Female,Black,Bachelor,1
2486,47,Non-binary,Hispanic,Master,0
2487,33,Female,Hispanic,PhD,0
2488,29,Male,Other,Master,1
2489,34,Female,White,Bachelor,1
2490,33,Female,White,Bachelor,1
2491,29,Female,White,Bachelor,1
2492,25,Male,Hispanic,Master,1
2493,37,Female,White,High School,1
2494,20,Male,Hispanic,Bachelor,1
2495,33,Female,White,Bachelor,1
2496,47,Male,Asian,Bachelor,1
2497,62,Male,Asian,High School,0
2498,40,Male,White,Bachelor,1
2499,45,Male,White,Master,1
2500,57,Female,Black,Bachelor,0
